"rt","stimulus","response","trial_type","trial_index","plugin_version","time_elapsed","task","phase","word_root","is_plural","suffix_shown","condition","subject_id","correct_word","foil_word","correct_index","correct","points_total","species","image","correct_species","is_novel","rep","dup_button_index","nup_button_index","correct_suffix","chosen_suffix","chose_nup","gulu_button_index","norl_button_index","chosen_species","chose_norl"
"2841","
    <div class=""trial-box"">
      <p class=""species-label gulu-label"">This is a <strong>Gulu</strong></p>
      <img src=""images/gulu_1.png"" class=""alien-image"" alt=""gulu_1.png"">
    </div>","0","html-button-response","87","2.1.0","254343","alien_show","","","","","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"2423","
    <div class=""trial-box"">
      <p class=""species-label norl-label"">This is a <strong>Norl</strong></p>
      <img src=""images/norl_1.png"" class=""alien-image"" alt=""norl_1.png"">
    </div>","0","html-button-response","88","2.1.0","256766","alien_show","","","","","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"3367","
      <div class=""trial-box"">
        <img src=""images/norl_2.png"" class=""alien-image"" alt=""norl_2.png"">
        <p class=""instr-text"">Which species is this?</p>
      </div>","0","html-button-response","89","2.1.0","260134","alien_id","","","","","Exposure","guapzdtayb","","","","true","","","norl_2.png","Norl","","","","","","","","","","",""
"1328","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
        </div>","0","html-button-response","90","2.1.0","261463","alien_id_feedback","","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"1428","
      <div class=""trial-box"">
        <img src=""images/gulu_3.png"" class=""alien-image"" alt=""gulu_3.png"">
        <p class=""instr-text"">Which species is this?</p>
      </div>","1","html-button-response","91","2.1.0","262892","alien_id","","","","","Exposure","guapzdtayb","","","","true","","","gulu_3.png","Gulu","","","","","","","","","","",""
"1472","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
        </div>","0","html-button-response","92","2.1.0","264365","alien_id_feedback","","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3377","
      <div class=""trial-box"">
        <img src=""images/gulu_2.png"" class=""alien-image"" alt=""gulu_2.png"">
        <p class=""instr-text"">Which species is this?</p>
      </div>","1","html-button-response","93","2.1.0","267742","alien_id","","","","","Exposure","guapzdtayb","","","","true","","","gulu_2.png","Gulu","","","","","","","","","","",""
"1198","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
        </div>","0","html-button-response","94","2.1.0","268940","alien_id_feedback","","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2357","
      <div class=""trial-box"">
        <img src=""images/norl_3.png"" class=""alien-image"" alt=""norl_3.png"">
        <p class=""instr-text"">Which species is this?</p>
      </div>","1","html-button-response","95","2.1.0","271299","alien_id","","","","","Exposure","guapzdtayb","","","","true","","","norl_3.png","Norl","","","","","","","","","","",""
"1299","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
        </div>","0","html-button-response","96","2.1.0","272598","alien_id_feedback","","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"31542","
    <div class=""instr-box"">
      <h2>Part 2: Learning with aliens</h2>
      <p>Now you will continue learning the language, but this time you will also see which alien is speaking.</p>
      <ul>
        <li>Each word will appear alongside a picture of the alien who used it.</li>
        <li>You will still have <strong>multiple-choice questions</strong> with feedback.</li>
        <li>Pay attention to which aliens use which words!</li>
      </ul>
      <p>Click <strong>Start</strong> to begin.</p>
    </div>","0","html-button-response","97","2.1.0","304142","instructions_stage2","","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2908","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">falon</div>
        <img src=""images/falon_sing.png"" class=""stim-image"" alt=""falon_sing.png"">
      </div>","0","html-button-response","98","2.1.0","307051","passive_exposure","stage2","falon","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"28722","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">tugandup</div>
        <img src=""images/tugan_plur.png"" class=""stim-image"" alt=""tugan_plur.png"">
      </div>","0","html-button-response","99","2.1.0","335774","passive_exposure","stage2","tugan","true","dup","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"5663","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">nuwiknup</div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
      </div>","0","html-button-response","100","2.1.0","341438","passive_exposure","stage2","nuwik","true","nup","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"4139","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_5.png"" class=""alien-small"" alt=""norl_5.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">takoles</div>
        <img src=""images/takoles_sing.png"" class=""stim-image"" alt=""takoles_sing.png"">
      </div>","0","html-button-response","101","2.1.0","345578","passive_exposure","stage2","takoles","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"3693","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_3.png"" class=""alien-small"" alt=""gulu_3.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/tugan_plur.png"" class=""stim-image"" alt=""tugan_plur.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","102","2.1.0","349272","forced_choice","stage2","tugan","true","","Exposure","guapzdtayb","tugandup","tagundup","0","true","27","Gulu","","","","","","","","","","","","",""
"1415","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>tugandup</strong></p>
        </div>","0","html-button-response","103","2.1.0","350688","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"4381","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/takoles_sing.png"" class=""stim-image"" alt=""takoles_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","1","html-button-response","104","2.1.0","355070","forced_choice","stage2","takoles","false","","Exposure","guapzdtayb","takoles","katoles","1","true","28","Norl","","","","","","","","","","","","",""
"1013","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>takoles</strong></p>
        </div>","0","html-button-response","105","2.1.0","356084","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2893","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_6.png"" class=""alien-small"" alt=""gulu_6.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/falon_sing.png"" class=""stim-image"" alt=""falon_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","106","2.1.0","358978","forced_choice","stage2","falon","false","","Exposure","guapzdtayb","falon","folan","0","true","29","Gulu","","","","","","","","","","","","",""
"978","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>falon</strong></p>
        </div>","0","html-button-response","107","2.1.0","359957","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2872","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_2.png"" class=""alien-small"" alt=""norl_2.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","108","2.1.0","362830","forced_choice","stage2","nuwik","true","","Exposure","guapzdtayb","nuwiknup","niwuknup","0","true","30","Norl","","","","","","","","","","","","",""
"1007","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>nuwiknup</strong></p>
        </div>","0","html-button-response","109","2.1.0","363837","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3232","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_6.png"" class=""alien-small"" alt=""norl_6.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">wumosdup</div>
        <img src=""images/wumos_plur.png"" class=""stim-image"" alt=""wumos_plur.png"">
      </div>","0","html-button-response","110","2.1.0","367070","passive_exposure","stage2","wumos","true","dup","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"3594","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_5.png"" class=""alien-small"" alt=""norl_5.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">gequzis</div>
        <img src=""images/gequzis_sing.png"" class=""stim-image"" alt=""gequzis_sing.png"">
      </div>","0","html-button-response","111","2.1.0","370665","passive_exposure","stage2","gequzis","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"9605","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_5.png"" class=""alien-small"" alt=""gulu_5.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">sehiloddup</div>
        <img src=""images/sehilod_plur.png"" class=""stim-image"" alt=""sehilod_plur.png"">
      </div>","0","html-button-response","112","2.1.0","380270","passive_exposure","stage2","sehilod","true","dup","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"1694","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_3.png"" class=""alien-small"" alt=""gulu_3.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">laniz</div>
        <img src=""images/laniz_sing.png"" class=""stim-image"" alt=""laniz_sing.png"">
      </div>","0","html-button-response","113","2.1.0","381966","passive_exposure","stage2","laniz","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"3262","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/wumos_plur.png"" class=""stim-image"" alt=""wumos_plur.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","114","2.1.0","385229","forced_choice","stage2","wumos","true","","Exposure","guapzdtayb","wumosdup","womusdup","0","true","31","Norl","","","","","","","","","","","","",""
"null","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>wumosdup</strong></p>
        </div>","null","html-button-response","115","2.1.0","387542","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"24077","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/sehilod_plur.png"" class=""stim-image"" alt=""sehilod_plur.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","116","2.1.0","411621","forced_choice","stage2","sehilod","true","","Exposure","guapzdtayb","sehiloddup","siheloddup","0","true","32","Gulu","","","","","","","","","","","","",""
"943","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>sehiloddup</strong></p>
        </div>","0","html-button-response","117","2.1.0","412565","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"7179","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_4.png"" class=""alien-small"" alt=""norl_4.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/gequzis_sing.png"" class=""stim-image"" alt=""gequzis_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","1","html-button-response","118","2.1.0","419745","forced_choice","stage2","gequzis","false","","Exposure","guapzdtayb","gequzis","gequsiz","1","true","33","Norl","","","","","","","","","","","","",""
"826","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>gequzis</strong></p>
        </div>","0","html-button-response","119","2.1.0","420572","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3115","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_5.png"" class=""alien-small"" alt=""gulu_5.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/laniz_sing.png"" class=""stim-image"" alt=""laniz_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","120","2.1.0","423688","forced_choice","stage2","laniz","false","","Exposure","guapzdtayb","laniz","lazin","0","true","34","Gulu","","","","","","","","","","","","",""
"888","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>laniz</strong></p>
        </div>","0","html-button-response","121","2.1.0","424576","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3064","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">maqub</div>
        <img src=""images/maqub_sing.png"" class=""stim-image"" alt=""maqub_sing.png"">
      </div>","0","html-button-response","122","2.1.0","427641","passive_exposure","stage2","maqub","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"3164","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_3.png"" class=""alien-small"" alt=""gulu_3.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">wukin</div>
        <img src=""images/wukin_sing.png"" class=""stim-image"" alt=""wukin_sing.png"">
      </div>","0","html-button-response","123","2.1.0","430805","passive_exposure","stage2","wukin","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"2848","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_6.png"" class=""alien-small"" alt=""gulu_6.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">firotdup</div>
        <img src=""images/firot_plur.png"" class=""stim-image"" alt=""firot_plur.png"">
      </div>","0","html-button-response","124","2.1.0","433654","passive_exposure","stage2","firot","true","dup","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"3921","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_4.png"" class=""alien-small"" alt=""norl_4.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">neselnup</div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
      </div>","0","html-button-response","125","2.1.0","437576","passive_exposure","stage2","nesel","true","nup","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2182","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_5.png"" class=""alien-small"" alt=""norl_5.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/maqub_sing.png"" class=""stim-image"" alt=""maqub_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","126","2.1.0","439759","forced_choice","stage2","maqub","false","","Exposure","guapzdtayb","maqub","mabuq","0","true","35","Norl","","","","","","","","","","","","",""
"852","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>maqub</strong></p>
        </div>","0","html-button-response","127","2.1.0","440612","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3542","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_4.png"" class=""alien-small"" alt=""gulu_4.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/firot_plur.png"" class=""stim-image"" alt=""firot_plur.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","1","html-button-response","128","2.1.0","444155","forced_choice","stage2","firot","true","","Exposure","guapzdtayb","firotdup","fitordup","1","true","36","Gulu","","","","","","","","","","","","",""
"712","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>firotdup</strong></p>
        </div>","0","html-button-response","129","2.1.0","444867","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"5549","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_1.png"" class=""alien-small"" alt=""norl_1.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/nesel_plur.png"" class=""stim-image"" alt=""nesel_plur.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","1","html-button-response","130","2.1.0","450416","forced_choice","stage2","nesel","true","","Exposure","guapzdtayb","neselnup","nelesnup","1","true","37","Norl","","","","","","","","","","","","",""
"null","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>neselnup</strong></p>
        </div>","null","html-button-response","131","2.1.0","452543","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"18293","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wukin_sing.png"" class=""stim-image"" alt=""wukin_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","132","2.1.0","470838","forced_choice","stage2","wukin","false","","Exposure","guapzdtayb","wukin","wikun","1","false","37","Gulu","","","","","","","","","","","","",""
"1125","
        <div class=""trial-box feedback-box feedback-incorrect"">
          <p>✗ Incorrect</p>
          <p>The correct answer was: <strong>wukin</strong></p>
        </div>","0","html-button-response","133","2.1.0","471964","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2589","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">hiwen</div>
        <img src=""images/hiwen_sing.png"" class=""stim-image"" alt=""hiwen_sing.png"">
      </div>","0","html-button-response","134","2.1.0","474553","passive_exposure","stage2","hiwen","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"2895","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_6.png"" class=""alien-small"" alt=""norl_6.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">jemulok</div>
        <img src=""images/jemulok_sing.png"" class=""stim-image"" alt=""jemulok_sing.png"">
      </div>","0","html-button-response","135","2.1.0","477449","passive_exposure","stage2","jemulok","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2906","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_6.png"" class=""alien-small"" alt=""gulu_6.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/hiwen_sing.png"" class=""stim-image"" alt=""hiwen_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","136","2.1.0","480356","forced_choice","stage2","hiwen","false","","Exposure","guapzdtayb","hiwen","wihen","0","true","38","Gulu","","","","","","","","","","","","",""
"937","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>hiwen</strong></p>
        </div>","0","html-button-response","137","2.1.0","481293","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2313","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_2.png"" class=""alien-small"" alt=""norl_2.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/jemulok_sing.png"" class=""stim-image"" alt=""jemulok_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","1","html-button-response","138","2.1.0","483607","forced_choice","stage2","jemulok","false","","Exposure","guapzdtayb","jemulok","jelumok","1","true","39","Norl","","","","","","","","","","","","",""
"817","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>jemulok</strong></p>
        </div>","0","html-button-response","139","2.1.0","484425","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2362","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_4.png"" class=""alien-small"" alt=""norl_4.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">falonnup</div>
        <img src=""images/falon_plur.png"" class=""stim-image"" alt=""falon_plur.png"">
      </div>","0","html-button-response","140","2.1.0","486788","passive_exposure","stage2","falon","true","nup","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2589","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_3.png"" class=""alien-small"" alt=""gulu_3.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">nuwikdup</div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
      </div>","0","html-button-response","141","2.1.0","489378","passive_exposure","stage2","nuwik","true","dup","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"1941","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_5.png"" class=""alien-small"" alt=""gulu_5.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">wukin</div>
        <img src=""images/wukin_sing.png"" class=""stim-image"" alt=""wukin_sing.png"">
      </div>","0","html-button-response","142","2.1.0","491320","passive_exposure","stage2","wukin","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
"2944","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_6.png"" class=""alien-small"" alt=""norl_6.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <div class=""word-display"">gequzis</div>
        <img src=""images/gequzis_sing.png"" class=""stim-image"" alt=""gequzis_sing.png"">
      </div>","0","html-button-response","143","2.1.0","494266","passive_exposure","stage2","gequzis","false","null","Exposure","guapzdtayb","","","","","","Norl","","","","","","","","","","","","",""
"2986","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_6.png"" class=""alien-small"" alt=""gulu_6.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/wukin_sing.png"" class=""stim-image"" alt=""wukin_sing.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","144","2.1.0","497253","forced_choice","stage2","wukin","false","","Exposure","guapzdtayb","wukin","wikun","1","false","39","Gulu","","","","","","","","","","","","",""
"977","
        <div class=""trial-box feedback-box feedback-incorrect"">
          <p>✗ Incorrect</p>
          <p>The correct answer was: <strong>wukin</strong></p>
        </div>","0","html-button-response","145","2.1.0","498231","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2983","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_6.png"" class=""alien-small"" alt=""norl_6.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/gequzis_sing.png"" class=""stim-image"" alt=""gequzis_sing.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","146","2.1.0","501215","forced_choice","stage2","gequzis","false","","Exposure","guapzdtayb","gequzis","gequsiz","0","true","40","Norl","","","","","","","","","","","","",""
"803","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>gequzis</strong></p>
        </div>","0","html-button-response","147","2.1.0","502018","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3332","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/norl_2.png"" class=""alien-small"" alt=""norl_2.png"">
          <span class=""species-label norl-label"">Norl</span>
        </div>
        <img src=""images/falon_plur.png"" class=""stim-image"" alt=""falon_plur.png"">
        <p class=""instr-text"">Which word did the Norl use?</p>
      </div>","0","html-button-response","148","2.1.0","505350","forced_choice","stage2","falon","true","","Exposure","guapzdtayb","falonnup","folannup","0","true","41","Norl","","","","","","","","","","","","",""
"991","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>falonnup</strong></p>
        </div>","0","html-button-response","149","2.1.0","506342","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"3956","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_1.png"" class=""alien-small"" alt=""gulu_1.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <img src=""images/nuwik_plur.png"" class=""stim-image"" alt=""nuwik_plur.png"">
        <p class=""instr-text"">Which word did the Gulu use?</p>
      </div>","0","html-button-response","150","2.1.0","510299","forced_choice","stage2","nuwik","true","","Exposure","guapzdtayb","nuwikdup","niwukdup","0","true","42","Gulu","","","","","","","","","","","","",""
"908","
        <div class=""trial-box feedback-box feedback-correct"">
          <p>✓ Correct!</p>
          <p>The correct answer was: <strong>nuwikdup</strong></p>
        </div>","0","html-button-response","151","2.1.0","511207","feedback","stage2","","","","Exposure","guapzdtayb","","","","","","","","","","","","","","","","","","",""
"2678","
      <div class=""trial-box stage2-trial"">
        <div class=""alien-speaker"">
          <img src=""images/gulu_2.png"" class=""alien-small"" alt=""gulu_2.png"">
          <span class=""species-label gulu-label"">Gulu</span>
        </div>
        <div class=""word-display"">sehilod</div>
        <img src=""images/sehilod_sing.png"" class=""stim-image"" alt=""sehilod_sing.png"">
      </div>","0","html-button-response","152","2.1.0","513886","passive_exposure","stage2","sehilod","false","null","Exposure","guapzdtayb","","","","","","Gulu","","","","","","","","","","","","",""
